"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1982","1982",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1983","1983",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1984","1984",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1985","1985",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1986","1986",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1987","1987",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1988","1988",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1989","1989",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1990","1990",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1991","1991",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1992","1992",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1993","1993",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1994","1994",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1995","1995",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1996","1996",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1997","1997",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1998","1998",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","1999","1999",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2000","2000",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2001","2001",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2002","2002",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2003","2003",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2004","2004",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2005","2005",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2006","2006",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2007","2007",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2008","2008",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2009","2009",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2010","2010",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2011","2011",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2012","2012",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2013","2013",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2014","2014",0.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2015","2015",0.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2016","2016",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","TUR","Turkey","2017","2017",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1981","1981",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1982","1982",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1983","1983",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1984","1984",0.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1985","1985",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1986","1986",0.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1987","1987",1.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1988","1988",1.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1989","1989",1.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1990","1990",2.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1991","1991",2.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1992","1992",2.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1993","1993",3.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1994","1994",3.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1995","1995",3.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1996","1996",2.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1997","1997",1.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1998","1998",1.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","1999","1999",1.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2000","2000",1.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2001","2001",1.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2002","2002",1.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2003","2003",1.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2004","2004",1.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2005","2005",1.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2006","2006",1.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2007","2007",1.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2008","2008",1.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2009","2009",1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2010","2010",1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2011","2011",0.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2012","2012",0.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2013","2013",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2014","2014",0.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2015","2015",0.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2016","2016",0.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","GBR","United Kingdom","2017","2017",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1985","1985",5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1986","1986",7.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1987","1987",11.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1988","1988",14.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1989","1989",17.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1990","1990",19.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1991","1991",23.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1992","1992",27.9,"B","Break"
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1993","1993",29.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1994","1994",26.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1995","1995",25.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1996","1996",22.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1997","1997",17.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1998","1998",15.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","1999","1999",14.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2000","2000",14.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2001","2001",13.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2002","2002",13.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2003","2003",13.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2004","2004",12.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2005","2005",12.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2006","2006",11.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2007","2007",11,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2008","2008",10.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2009","2009",10.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2010","2010",9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2011","2011",8.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2012","2012",8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2013","2013",7.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2014","2014",6.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2015","2015",5.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2016","2016",5.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","USA","United States","2017","2017",5.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1984","1984",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1985","1985",0.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1986","1986",0.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1987","1987",0.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1988","1988",0.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1989","1989",1.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1990","1990",1.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1991","1991",2.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1992","1992",2.7,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1993","1993",2.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1994","1994",2.9,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1995","1995",2.8,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1996","1996",3.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1997","1997",3.1,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1998","1998",3.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","1999","1999",3.5,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","2000","2000",3.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","2001","2001",3.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","2002","2002",3.3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","2003","2003",3.4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","2004","2004",3.2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","2005","2005",3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NEWCASTX","Incidence per 100 000 population","CHL","Chile","2006","2006",2.5,,
